filename_id,review_id,publication_year,field_Arts and Humanities,"field_Biochemistry, Genetics and Molecular Biology","field_Business, Management and Accounting",field_Chemistry,field_Computer Science,field_Decision Sciences,field_Dentistry,field_Earth and Planetary Sciences,"field_Economics, Econometrics and Finance",field_Engineering,field_Environmental Science,field_Health Professions,field_Immunology and Microbiology,field_Materials Science,field_Mathematics,field_Medicine,field_Neuroscience,field_Nursing,"field_Pharmacology, Toxicology and Pharmaceutics",field_Physics and Astronomy,field_Psychology,field_Social Sciences,field_Veterinary,days_received_to_accepted,disclosed_reviewer,source_nature,total_authors,work_count,avg_c2,academic_age,top_100,race_white,region_west,gender_male,effective_sentences,word_count,Weighted_Appreciative,Weighted_Constructive,Weighted_Questioning,Weighted_Critical,scibert_sentiment,Critique,Clarifications,Constructiveness,Appreciation,gender,race,region,uni_rank
16729,7853.0,2019.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.0,0.0,1.0,29.0,172.0,21.186046511627907,37.0,1.0,1.0,1.0,1.0,9,170,22.366013071895424,42.1437908496732,11.359477124183009,24.13071895424837,2,0.0,10.416666666666666,20.83333333333333,10.416666666666666,Male,White,Western,Top100
16729,7854.0,2019.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.0,0.0,1.0,29.0,172.0,21.186046511627907,37.0,1.0,1.0,1.0,1.0,10,239,19.68200836820084,48.28451882845188,0.0,32.03347280334728,2,0.0,0.0,0.0,6.993006993006993,Male,White,Western,Top100
16729,7855.0,2019.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.0,0.0,1.0,29.0,172.0,21.186046511627907,37.0,1.0,1.0,1.0,1.0,18,435,0.0,28.9808429118774,5.731800766283525,32.59770114942528,2,4.0,8.0,0.0,0.0,Male,White,Western,Top100
26627,8437.0,2019.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,154.0,0.0,1.0,9.0,1.0,40.0,0.0,0.0,0.0,0.0,1.0,28,692,3.6374896779521055,25.17341040462428,11.374896779521055,42.60941370767961,2,2.409638554216868,2.409638554216868,0.0,0.0,Male,NonWhite,Eastern,Other
26627,8438.0,2019.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,154.0,0.0,1.0,9.0,1.0,40.0,0.0,0.0,0.0,0.0,1.0,4,89,45.842696629213485,54.15730337078652,0.0,0.0,2,0.0,0.0,0.0,20.0,Male,NonWhite,Eastern,Other
4668,8540.0,2019.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,247.0,1.0,1.0,2.0,283.0,8.975265017667844,27.0,0.0,0.0,1.0,1.0,108,2442,3.5772135772135774,18.013468013468014,4.842114842114842,31.160251160251164,2,0.6954102920723227,2.086230876216968,0.6954102920723227,0.6954102920723227,Male,NonWhite,Western,Other
4668,8541.0,2019.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,247.0,0.0,1.0,2.0,283.0,8.975265017667844,27.0,0.0,0.0,1.0,1.0,39,1074,7.531872224609655,28.65348803896289,18.55178341211861,40.45265721243375,2,1.5822784810126582,1.5822784810126582,0.0,0.0,Male,NonWhite,Western,Other
32496,8559.0,2019.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,101.0,0.0,1.0,13.0,115.0,10.939130434782609,20.0,1.0,1.0,1.0,1.0,13,168,22.747252747252748,29.73443223443224,0.0,7.344322344322345,2,0.0,0.0,19.607843137254903,0.0,Male,White,Western,Top100
32496,8560.0,2019.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,101.0,0.0,1.0,13.0,115.0,10.939130434782609,20.0,1.0,1.0,1.0,1.0,13,234,0.0,23.16239316239316,22.82051282051282,30.85470085470085,2,0.0,0.0,7.2992700729927,0.0,Male,White,Western,Top100
32496,8561.0,2019.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,101.0,0.0,1.0,13.0,115.0,10.939130434782609,20.0,1.0,1.0,1.0,1.0,8,150,0.0,0.0,0.0,89.20000000000002,1,0.0,0.0,0.0,0.0,Male,White,Western,Top100
